name,year,reclat,reclong,mass
Queen Alexandra Range 90217,1990,-84.59503,162.3199,327.7
Queen Alexandra Range 90218,1990,-84.61017,162.15388,926.5
Queen Alexandra Range 90219,1990,-84.61116,162.14566,316.0
Queen Alexandra Range 90220,1990,-84.59192,162.79942,377.4
Queen Alexandra Range 90221,1990,-84.59651,162.39578,432.7
Queen Alexandra Range 90222,1990,-84.59487,162.82712,476.8
Queen Alexandra Range 90223,1990,-84.59969,162.50348,329.5
Queen Alexandra Range 90224,1990,-84.60579,162.15894,245.8
Queen Alexandra Range 90225,1990,-84.60102,162.22281,325.5
Queen Alexandra Range 90226,1990,-84.61429,162.12224,302.0
Queen Alexandra Range 90227,1990,-84.59617,162.28531,200.1
Queen Alexandra Range 90228,1990,-84.6021,162.47923,244.7
Queen Alexandra Range 90229,1990,-84.60353,162.19455,307.6
Queen Alexandra Range 90230,1990,-84.59566,162.36919,236.3
Queen Alexandra Range 90231,1990,-84.58079,162.68497,169.2
Queen Alexandra Range 90232,1990,-84.58059,162.58633,181.9
Queen Alexandra Range 90233,1990,-84.59412,162.30083,157.4
Queen Alexandra Range 90234,1990,-84.59484,162.29839,333.2
Queen Alexandra Range 90235,1990,-84.59343,162.23965,178.8
Queen Alexandra Range 90236,1990,-84.59515,162.31058,187.1
Queen Alexandra Range 90237,1990,-84.61391,162.1441,301.8
Queen Alexandra Range 90238,1990,-84.59515,162.3055,205.1
Queen Alexandra Range 90239,1990,-84.5903,162.7151,168.2
Queen Alexandra Range 90240,1990,-84.58294,162.77785,115.8
Queen Alexandra Range 90241,1990,-84.6055,162.15636,69.3
Queen Alexandra Range 90242,1990,-84.6082,162.15935,212.5
Queen Alexandra Range 90243,1990,-84.61073,162.15071,245.9
Queen Alexandra Range 90244,1990,-84.59304,162.25893,152.4
Queen Alexandra Range 90245,1990,-84.61019,162.14565,117.6
Queen Alexandra Range 90246,1990,-84.59805,162.21336,103.1
Queen Alexandra Range 90247,1990,-84.61084,162.13971,131.2
Queen Alexandra Range 90248,1990,-84.59325,162.24953,153.9
Queen Alexandra Range 90249,1990,-84.60108,162.20923,150.7
Queen Alexandra Range 90250,1990,-84.59642,162.37286,150.7
Queen Alexandra Range 90251,1990,-84.59528,162.31384,126.6
Queen Alexandra Range 90252,1990,-84.60994,162.14784,253.4
Queen Alexandra Range 90253,1990,-84.59512,162.31331,115.9
Queen Alexandra Range 90254,1990,-84.58227,162.64558,166.9
Queen Alexandra Range 90255,1990,-84.57484,162.57254,99.5
Queen Alexandra Range 90256,1990,-84.60292,162.20705,166.0
Queen Alexandra Range 90257,1990,-84.59479,162.36067,104.0
Queen Alexandra Range 90258,1990,-84.61147,162.13861,126.5
Queen Alexandra Range 90259,1990,-84.60981,162.13403,178.5
Queen Alexandra Range 90260,1990,-84.59496,162.31879,131.2
Queen Alexandra Range 90261,1990,-84.61149,162.1444,125.5
Queen Alexandra Range 90263,1990,-84.59633,162.29153,105.8
Queen Alexandra Range 90264,1990,-84.58572,162.58006,109.3
Queen Alexandra Range 90265,1990,-84.59482,162.34674,141.3
Queen Alexandra Range 90266,1990,-84.60617,162.13297,87.6
Queen Alexandra Range 90267,1990,-84.61457,162.12054,98.0
Queen Alexandra Range 90268,1990,-84.59388,162.37192,75.2
Queen Alexandra Range 90269,1990,-84.59482,162.30026,54.0
Queen Alexandra Range 90270,1990,-84.59359,162.24965,78.0
Queen Alexandra Range 90271,1990,-84.6097,162.1446,79.8
Queen Alexandra Range 90272,1990,-84.61234,162.13008,109.2
Queen Alexandra Range 90273,1990,-84.595,162.37477,64.1
Queen Alexandra Range 90274,1990,-84.59434,162.29631,99.5
Queen Alexandra Range 90275,1990,-84.61188,162.13272,45.7
Queen Alexandra Range 90276,1990,-84.6101,162.07549,65.7
Queen Alexandra Range 90277,1990,-84.59534,162.76926,26.0
Queen Alexandra Range 90278,1990,-84.60273,162.4354,16.7
Queen Alexandra Range 90279,1990,-84.60621,162.13882,8.9
Queen Alexandra Range 90280,1990,-84.59666,162.2956,7.5
Queen Alexandra Range 90281,1990,-84.61131,162.13068,29.3
Queen Alexandra Range 90282,1990,-84.58308,162.7736,236.8
Queen Alexandra Range 90283,1990,-84.58338,162.77217,93.0
Queen Alexandra Range 90284,1990,-84.58356,162.77051,85.7
Queen Alexandra Range 90285,1990,-84.58308,162.7736,179.1
Queen Alexandra Range 90286,1990,-84.61283,162.1382,429.3
Roosevelt County 074,1990,34.08333,-103.51667,22.2
Roosevelt County 075,1990,34.18333,-103.43333,258.0
Roundup,1990,46.78333,-108.56667,17590.0
Sulphur Springs Draw,1990,32.98333,-102.37833,1892.0
Timessa 001,1990,26.56667,15.73333,473.0
Wisconsin Range 90300,1990,-84.75,-125.0,338.1
Wisconsin Range 90301,1990,-84.75,-125.0,805.9
Wisconsin Range 90302,1990,-84.75,-125.0,3864.6
Wisconsin Range 90303,1990,-84.75,-125.0,196.4
Yarle Lakes 001,1990,-30.31667,131.46667,913.0
Zillah 001,1990,29.037,17.0185,1475.0
Zillah 002,1990,29.037,17.0185,172.0
