name,year,reclat,reclong,mass
Elephant Moraine 90326,1990,-76.28107,156.47478,28.3
Elephant Moraine 90327,1990,-76.26849,156.4553,11.8
Elephant Moraine 90328,1990,-76.27825,156.47508,35.1
Elephant Moraine 90330,1990,-76.2686,156.46635,6.5
Elephant Moraine 90331,1990,-76.26645,156.4567,6.2
Elephant Moraine 90332,1990,-76.26687,156.45654,16.1
Elephant Moraine 90333,1990,-76.26638,156.45654,6.5
Elephant Moraine 90334,1990,-76.27965,156.43356,45.2
Elephant Moraine 90335,1990,-76.26557,156.48775,4.7
Elephant Moraine 90336,1990,-76.27978,156.47777,14.1
Elephant Moraine 90337,1990,-76.26624,156.45728,2.0
Elephant Moraine 90338,1990,-76.28922,156.4278,2.1
Elephant Moraine 90339,1990,-76.26636,156.46013,2.9
Elephant Moraine 90340,1990,-76.26948,156.4846,24.6
Elephant Moraine 90341,1990,-76.26695,156.4638,9.5
Elephant Moraine 90342,1990,-76.28198,156.42784,3.3
Elephant Moraine 90343,1990,-76.27173,156.45647,9.0
Elephant Moraine 90344,1990,-76.28295,156.45297,2.7
Elephant Moraine 90345,1990,-76.27978,156.43333,1.9
Elephant Moraine 90346,1990,-76.27779,156.47871,5.5
Elephant Moraine 90347,1990,-76.26669,156.4604,0.6
Elephant Moraine 90348,1990,-76.2669,156.46037,0.6
Elephant Moraine 90349,1990,-76.2669,156.46053,7.3
Elephant Moraine 90350,1990,-76.29038,156.33185,174.0
Elephant Moraine 90351,1990,-76.27752,156.37694,105.8
Elephant Moraine 90352,1990,-76.27449,156.42586,63.0
Elephant Moraine 90353,1990,-76.27428,156.42603,77.8
Elephant Moraine 90354,1990,-76.26807,156.41942,194.6
Elephant Moraine 90355,1990,-76.26759,156.41406,83.0
Elephant Moraine 90356,1990,-76.26572,156.40854,99.9
Elephant Moraine 90357,1990,-76.26829,156.41554,45.6
Elephant Moraine 90358,1990,-76.2723,156.42142,44.4
Elephant Moraine 90359,1990,-76.27417,156.40854,65.5
Elephant Moraine 90360,1990,-76.27664,156.36894,28.9
Elephant Moraine 90361,1990,-76.27217,156.41621,32.8
Elephant Moraine 90362,1990,-76.27165,156.429,111.0
Elephant Moraine 90363,1990,-76.29193,156.35692,114.3
Elephant Moraine 90364,1990,-76.18333,157.16667,220.4
Elephant Moraine 90365,1990,-76.2731,156.4269,16.0
Elephant Moraine 90366,1990,-76.27625,156.42122,57.9
Elephant Moraine 90367,1990,-76.26568,156.4128,140.2
Elephant Moraine 90368,1990,-76.27185,156.43184,17.2
Elephant Moraine 90369,1990,-76.26904,156.41301,71.6
Elephant Moraine 90370,1990,-76.27124,156.42934,163.9
Elephant Moraine 90371,1990,-76.2759,156.37132,15.8
Elephant Moraine 90372,1990,-76.28667,156.35727,158.8
Elephant Moraine 90373,1990,-76.26976,156.43451,6.5
Elephant Moraine 90374,1990,-76.27076,156.40402,38.8
Elephant Moraine 90375,1990,-76.27412,156.42056,29.0
Elephant Moraine 90376,1990,-76.27107,156.40694,40.2
Elephant Moraine 90377,1990,-76.26756,156.43022,55.5
Elephant Moraine 90378,1990,-76.27334,156.41338,66.6
Elephant Moraine 90379,1990,-76.27425,156.41678,15.4
Elephant Moraine 90380,1990,-76.26968,156.40335,18.2
Elephant Moraine 90381,1990,-76.27522,156.41547,76.9
Elephant Moraine 90382,1990,-76.26709,156.43806,14.5
Elephant Moraine 90383,1990,-76.28283,156.45918,12.0
Elephant Moraine 90384,1990,-76.27591,156.41335,20.6
Elephant Moraine 90385,1990,-76.28192,156.44724,8.9
Elephant Moraine 90386,1990,-76.27709,156.37311,54.0
Elephant Moraine 90387,1990,-76.27814,156.39369,19.5
Elephant Moraine 90388,1990,-76.27683,156.38406,58.1
Elephant Moraine 90389,1990,-76.26948,156.42946,23.2
Elephant Moraine 90390,1990,-76.27455,156.41463,45.6
Elephant Moraine 90391,1990,-76.26919,156.42366,59.8
Elephant Moraine 90392,1990,-76.268,156.43448,27.2
Elephant Moraine 90393,1990,-76.26633,156.41006,10.9
Elephant Moraine 90394,1990,-76.26848,156.41524,97.3
Elephant Moraine 90395,1990,-76.26609,156.40926,45.0
Elephant Moraine 90396,1990,-76.26553,156.40974,22.0
Elephant Moraine 90397,1990,-76.26833,156.40602,23.1
Elephant Moraine 90398,1990,-76.2772,156.42224,36.3
Elephant Moraine 90399,1990,-76.27105,156.41603,65.9
Elephant Moraine 90400,1990,-76.27055,156.42508,10.9
Elephant Moraine 90401,1990,-76.27246,156.42677,13.4
Elephant Moraine 90402,1990,-76.27602,156.40294,69.3
Elephant Moraine 90403,1990,-76.27434,156.42636,86.8
Elephant Moraine 90404,1990,-76.27089,156.43356,11.6
Elephant Moraine 90405,1990,-76.2773,156.37581,3.8
Elephant Moraine 90406,1990,-76.26808,156.43665,1.8
Elephant Moraine 90407,1990,-76.27121,156.41393,33.9
Elephant Moraine 90408,1990,-76.27716,156.42216,8.3
Elephant Moraine 90409,1990,-76.26848,156.42674,26.0
Elephant Moraine 90410,1990,-76.27022,156.42413,29.7
Elephant Moraine 90411,1990,-76.28748,156.45386,16.3
Elephant Moraine 90412,1990,-76.27372,156.42783,5.9
Elephant Moraine 90413,1990,-76.26699,156.42982,11.8
Elephant Moraine 90414,1990,-76.27231,156.40746,55.6
Elephant Moraine 90415,1990,-76.26994,156.42705,14.5
Elephant Moraine 90416,1990,-76.28057,156.43333,5.3
Elephant Moraine 90417,1990,-76.27264,156.42686,7.6
Elephant Moraine 90418,1990,-76.27427,156.42245,19.1
Elephant Moraine 90419,1990,-76.27651,156.37532,2.1
Elephant Moraine 90420,1990,-76.27263,156.42815,31.1
Elephant Moraine 90421,1990,-76.27133,156.45052,9.7
Elephant Moraine 90422,1990,-76.27526,156.39024,1.4
Elephant Moraine 90423,1990,-76.27697,156.42384,24.0
Elephant Moraine 90424,1990,-76.27799,156.42838,1.7
Elephant Moraine 90425,1990,-85.63333,157.16667,17.0
Elephant Moraine 90426,1990,-76.27082,156.4184,14.4
Elephant Moraine 90427,1990,-76.26735,156.4345,13.1
Elephant Moraine 90428,1990,-76.29299,156.35,7.3
Elephant Moraine 90429,1990,-76.26941,156.41234,18.2
Elephant Moraine 90430,1990,-76.26664,156.40176,3.9
Elephant Moraine 90431,1990,-76.26638,156.40147,24.8
Elephant Moraine 90432,1990,-76.27671,156.36969,0.7
Elephant Moraine 90433,1990,-76.27097,156.43007,3.9
Elephant Moraine 90434,1990,-76.27494,156.38615,2.6
Elephant Moraine 90435,1990,-76.27361,156.42378,13.7
Elephant Moraine 90436,1990,-76.27793,156.45494,7.9
Elephant Moraine 90437,1990,-76.269,156.43262,10.8
Elephant Moraine 90438,1990,-76.26821,156.4352,7.1
Elephant Moraine 90439,1990,-76.28187,156.46086,6.8
Elephant Moraine 90440,1990,-76.28655,156.38344,87.0
Elephant Moraine 90441,1990,-76.28858,156.38399,125.4
Elephant Moraine 90442,1990,-76.27185,156.44138,102.9
Elephant Moraine 90443,1990,-76.27321,156.4404,136.3
Elephant Moraine 90444,1990,-76.28601,156.37788,103.9
Elephant Moraine 90445,1990,-76.27022,156.44542,127.1
Elephant Moraine 90446,1990,-76.27038,156.4435,84.7
Elephant Moraine 90447,1990,-76.2669,156.44818,105.2
Elephant Moraine 90448,1990,-76.26554,156.40286,2.2
Elephant Moraine 90449,1990,-76.26952,156.4466,0.5
Elephant Moraine 90450,1990,-76.28271,156.47054,63.6
Elephant Moraine 90451,1990,-76.2884,156.46754,78.7
Elephant Moraine 90452,1990,-76.29422,156.4573,122.1
Elephant Moraine 90453,1990,-76.2813,156.46364,60.9
Elephant Moraine 90454,1990,-76.28433,156.46066,212.9
Elephant Moraine 90455,1990,-76.28023,156.43436,85.9
Elephant Moraine 90456,1990,-76.29089,156.46661,51.0
Elephant Moraine 90457,1990,-76.28193,156.4477,80.7
Elephant Moraine 90458,1990,-76.29054,156.44975,150.8
Elephant Moraine 90459,1990,-76.28039,156.43974,62.7
Elephant Moraine 90460,1990,-76.28625,156.46948,46.2
Elephant Moraine 90461,1990,-76.28341,156.46637,36.3
Elephant Moraine 90462,1990,-76.28339,156.46237,68.3
Elephant Moraine 90463,1990,-76.28383,156.46646,66.4
Elephant Moraine 90464,1990,-76.2682,156.42,159.1
Elephant Moraine 90465,1990,-76.27008,156.43413,217.3
Elephant Moraine 90466,1990,-76.26842,156.41554,162.3
Elephant Moraine 90467,1990,-76.27041,156.43294,141.8
Elephant Moraine 90468,1990,-76.26931,156.41113,202.0
Elephant Moraine 90469,1990,-76.27116,156.42168,48.5
Elephant Moraine 90470,1990,-76.26958,156.43205,82.6
Elephant Moraine 90471,1990,-76.27011,156.41713,76.6
Elephant Moraine 90472,1990,-76.27154,156.42026,78.3
Elephant Moraine 90473,1990,-76.27409,156.4311,50.1
Elephant Moraine 90474,1990,-76.26843,156.42926,117.7
Elephant Moraine 90475,1990,-76.27525,156.40929,68.9
Elephant Moraine 90476,1990,-76.27362,156.4211,63.8
Elephant Moraine 90477,1990,-76.27705,156.45451,62.3
Elephant Moraine 90478,1990,-76.27754,156.42763,58.7
Elephant Moraine 90479,1990,-76.275,156.42238,82.6
Elephant Moraine 90480,1990,-76.27697,156.42677,66.8
Elephant Moraine 90481,1990,-76.27402,156.42398,74.8
Elephant Moraine 90482,1990,-76.27417,156.4224,66.0
Elephant Moraine 90483,1990,-76.2741,156.43588,177.9
Elephant Moraine 90484,1990,-76.27389,156.50221,93.6
Elephant Moraine 90485,1990,-76.28713,156.48596,52.4
Elephant Moraine 90486,1990,-76.26905,156.44067,152.9
Elephant Moraine 90487,1990,-76.2669,156.46046,300.8
Elephant Moraine 90488,1990,-76.30565,156.53973,240.6
Elephant Moraine 90489,1990,-76.28322,156.49847,48.8
Elephant Moraine 90490,1990,-76.2753,156.43048,93.0
Elephant Moraine 90491,1990,-76.27377,156.43655,107.1
Elephant Moraine 90492,1990,-76.27071,156.43645,140.2
Elephant Moraine 90493,1990,-76.27209,156.43576,219.0
Elephant Moraine 90494,1990,-76.27807,156.43488,65.3
Elephant Moraine 90495,1990,-76.27353,156.50226,96.8
Elephant Moraine 90496,1990,-76.26833,156.49232,103.4
Elephant Moraine 90497,1990,-76.27777,156.51492,103.6
Elephant Moraine 90498,1990,-76.27423,156.42867,71.3
Elephant Moraine 90499,1990,-76.27376,156.4391,104.9
Elephant Moraine 90500,1990,-76.27956,156.50726,107.6
Elephant Moraine 90501,1990,-76.27904,156.4383,53.7
Elephant Moraine 90502,1990,-76.26782,156.53712,150.0
Elephant Moraine 90503,1990,-76.28383,156.47433,85.0
Elephant Moraine 90504,1990,-76.27971,156.50693,117.4
Elephant Moraine 90505,1990,-76.27238,156.43404,98.0
Elephant Moraine 90506,1990,-76.27552,156.43475,112.4
Elephant Moraine 90507,1990,-76.28735,156.44904,4.9
Elephant Moraine 90508,1990,-76.28219,156.46841,42.6
Elephant Moraine 90509,1990,-76.28727,156.43098,8.7
Elephant Moraine 90510,1990,-76.28902,156.43484,23.5
Elephant Moraine 90511,1990,-76.28685,156.4341,7.9
Elephant Moraine 90512,1990,-76.28632,156.46017,18.7
Elephant Moraine 90513,1990,-76.28453,156.45958,25.4
Elephant Moraine 90514,1990,-76.28738,156.44273,11.7
Elephant Moraine 90515,1990,-76.28044,156.434,8.3
Elephant Moraine 90516,1990,-76.28538,156.43996,4.3
Elephant Moraine 90517,1990,-76.28515,156.44128,36.7
Elephant Moraine 90518,1990,-76.28516,156.44125,20.9
Elephant Moraine 90519,1990,-76.28817,156.43216,5.2
Elephant Moraine 90520,1990,-76.28272,156.46237,21.4
Elephant Moraine 90521,1990,-76.29002,156.4322,5.5
Elephant Moraine 90522,1990,-76.28689,156.43298,6.9
Elephant Moraine 90523,1990,-76.28963,156.45819,4.0
Elephant Moraine 90524,1990,-76.28863,156.43207,8.9
Elephant Moraine 90525,1990,-76.28715,156.43056,14.6
Elephant Moraine 90526,1990,-76.28334,156.47015,12.7
Elephant Moraine 90527,1990,-76.28159,156.4592,6.6
Elephant Moraine 90528,1990,-76.28747,156.43672,14.9
Elephant Moraine 90529,1990,-76.28737,156.42992,6.8
Elephant Moraine 90530,1990,-76.28865,156.43063,8.4
Elephant Moraine 90531,1990,-76.28259,156.46533,24.8
Elephant Moraine 90532,1990,-76.28151,156.45995,29.9
Elephant Moraine 90533,1990,-76.28234,156.44695,11.0
Elephant Moraine 90534,1990,-76.2832,156.46397,9.6
Elephant Moraine 90535,1990,-76.28883,156.43262,9.0
Elephant Moraine 90536,1990,-76.28458,156.46468,17.9
Elephant Moraine 90537,1990,-76.2805,156.4703,17.6
Elephant Moraine 90538,1990,-76.28895,156.4307,4.9
Elephant Moraine 90539,1990,-76.28583,156.44156,20.2
Elephant Moraine 90540,1990,-76.2826,156.4644,15.5
Elephant Moraine 90541,1990,-76.28853,156.45868,38.2
Elephant Moraine 90542,1990,-76.28533,156.43785,5.0
Elephant Moraine 90543,1990,-76.2873,156.42982,6.7
Elephant Moraine 90544,1990,-76.28206,156.46844,48.7
Elephant Moraine 90545,1990,-76.28741,156.43846,8.3
Elephant Moraine 90546,1990,-76.28647,156.46693,12.3
Elephant Moraine 90547,1990,-76.28151,156.45888,4.1
Elephant Moraine 90548,1990,-76.28525,156.45131,2.2
Elephant Moraine 90549,1990,-76.28809,156.43777,4.1
Elephant Moraine 90550,1990,-76.28214,156.47375,30.3
Elephant Moraine 90551,1990,-76.28734,156.46805,12.4
Elephant Moraine 90552,1990,-76.28174,156.46619,38.7
Elephant Moraine 90553,1990,-76.28344,156.46495,7.5
Elephant Moraine 90554,1990,-76.28341,156.46278,19.1
Elephant Moraine 90555,1990,-76.28581,156.44145,6.8
Elephant Moraine 90556,1990,-76.28314,156.43256,21.3
Elephant Moraine 90557,1990,-76.28115,156.4342,6.1
Elephant Moraine 90558,1990,-76.28879,156.42882,6.9
Elephant Moraine 90559,1990,-76.28186,156.47247,42.2
Elephant Moraine 90560,1990,-76.28234,156.47427,28.1
Elephant Moraine 90561,1990,-76.28724,156.42989,0.9
Elephant Moraine 90562,1990,-76.28782,156.43144,5.2
Elephant Moraine 90563,1990,-76.28543,156.44073,4.2
Elephant Moraine 90564,1990,-76.28217,156.4466,27.2
Elephant Moraine 90565,1990,-76.28393,156.46452,32.4
Elephant Moraine 90566,1990,-76.28652,156.43323,15.6
Elephant Moraine 90567,1990,-76.27687,156.43391,17.3
Elephant Moraine 90568,1990,-76.26959,156.43945,22.8
Elephant Moraine 90569,1990,-76.27217,156.435,41.6
Elephant Moraine 90570,1990,-76.27518,156.43953,22.8
Elephant Moraine 90571,1990,-76.2783,156.43498,22.9
Elephant Moraine 90572,1990,-76.26798,156.44092,28.9
Elephant Moraine 90573,1990,-76.27068,156.43706,19.1
Elephant Moraine 90574,1990,-76.27064,156.43565,20.6
Elephant Moraine 90575,1990,-76.27337,156.43478,33.7
Elephant Moraine 90576,1990,-76.27094,156.43571,18.4
Elephant Moraine 90577,1990,-76.27533,156.43097,33.6
Elephant Moraine 90578,1990,-76.27264,156.43443,10.1
Elephant Moraine 90579,1990,-76.27762,156.43848,15.6
Elephant Moraine 90580,1990,-76.28581,156.43861,11.1
Elephant Moraine 90581,1990,-76.28218,156.47658,18.4
Elephant Moraine 90582,1990,-76.28807,156.43831,1.7
Elephant Moraine 90583,1990,-76.28395,156.46472,2.1
Elephant Moraine 90584,1990,-76.26503,156.4925,5.5
Elephant Moraine 90585,1990,-76.2821,156.45085,31.5
Elephant Moraine 90586,1990,-76.28202,156.47198,2.7
Elephant Moraine 90587,1990,-76.28798,156.467,4.6
Elephant Moraine 90588,1990,-76.28534,156.44977,4.0
Elephant Moraine 90589,1990,-76.28695,156.46082,4.3
Elephant Moraine 90590,1990,-76.28526,156.44048,3.2
Elephant Moraine 90591,1990,-76.28722,156.44044,6.2
Elephant Moraine 90592,1990,-76.28679,156.4531,6.4
Elephant Moraine 90593,1990,-76.28599,156.43596,31.9
Elephant Moraine 90594,1990,-76.28345,156.43533,3.1
Elephant Moraine 90595,1990,-76.27726,156.42194,36.7
Elephant Moraine 90596,1990,-76.27649,156.42737,20.3
Elephant Moraine 90597,1990,-76.26757,156.408,78.9
Elephant Moraine 90598,1990,-76.27318,156.42184,33.1
Elephant Moraine 90599,1990,-76.27182,156.40874,57.9
Elephant Moraine 90600,1990,-76.27467,156.40709,34.2
Elephant Moraine 90601,1990,-76.27166,156.42068,14.4
Elephant Moraine 90602,1990,-76.27799,156.43025,26.9
Elephant Moraine 90603,1990,-76.27252,156.41035,21.0
Elephant Moraine 90604,1990,-76.27429,156.4347,25.6
Elephant Moraine 90605,1990,-76.26983,156.42574,42.3
Elephant Moraine 90606,1990,-76.27729,156.41692,37.0
Elephant Moraine 90607,1990,-76.26612,156.40846,37.0
Elephant Moraine 90608,1990,-76.26712,156.43822,11.8
Elephant Moraine 90609,1990,-76.27429,156.42471,39.7
Elephant Moraine 90610,1990,-76.18333,157.16667,1450.8
Elephant Moraine 90611,1990,-76.27027,156.43047,34.7
Elephant Moraine 90612,1990,-76.26727,156.41824,37.0
Elephant Moraine 90613,1990,-76.27134,156.43002,35.0
Elephant Moraine 90614,1990,-76.27401,156.42278,8.4
Elephant Moraine 90615,1990,-76.28503,156.46889,43.0
Elephant Moraine 90616,1990,-76.27323,156.41982,26.1
Elephant Moraine 90617,1990,-76.26611,156.43588,53.8
Elephant Moraine 90618,1990,-76.27172,156.4311,42.5
Elephant Moraine 90619,1990,-76.27746,156.42558,55.0
Elephant Moraine 90620,1990,-76.27581,156.43095,14.8
Elephant Moraine 90621,1990,-76.26936,156.41791,4.3
Elephant Moraine 90622,1990,-76.27293,156.422,14.1
Elephant Moraine 90623,1990,-76.26978,156.43236,16.7
Elephant Moraine 90624,1990,-76.28725,156.44704,3.2
Elephant Moraine 90625,1990,-76.27934,156.43196,3.8
Elephant Moraine 90626,1990,-76.26686,156.43224,25.1
Elephant Moraine 90627,1990,-76.26978,156.43451,19.3
Elephant Moraine 90628,1990,-76.29366,156.36046,23.1
Elephant Moraine 90629,1990,-76.275,156.42342,36.3
Elephant Moraine 90630,1990,-76.26662,156.41675,8.6
Elephant Moraine 90631,1990,-76.28281,156.45131,25.5
Elephant Moraine 90632,1990,-76.27016,156.41444,30.2
Elephant Moraine 90633,1990,-76.26889,156.4216,44.8
Elephant Moraine 90634,1990,-76.26739,156.41911,2.1
Elephant Moraine 90635,1990,-76.27513,156.38914,1.3
Elephant Moraine 90636,1990,-76.27524,156.42288,32.2
Elephant Moraine 90637,1990,-76.27134,156.4275,23.3
Elephant Moraine 90638,1990,-76.27574,156.42326,26.5
Elephant Moraine 90639,1990,-76.27616,156.4211,24.2
Elephant Moraine 90640,1990,-76.27195,156.41295,9.7
Elephant Moraine 90641,1990,-76.27051,156.4251,1.4
Elephant Moraine 90642,1990,-76.26554,156.42554,5.4
Elephant Moraine 90643,1990,-76.27612,156.4271,19.0
Elephant Moraine 90644,1990,-76.27515,156.39015,1.3
Elephant Moraine 90645,1990,-76.27447,156.42119,55.3
Elephant Moraine 90646,1990,-76.2767,156.4175,27.2
Elephant Moraine 90647,1990,-76.26708,156.43695,13.4
Elephant Moraine 90648,1990,-76.27103,156.43346,21.5
Elephant Moraine 90649,1990,-76.26526,156.42276,48.7
Elephant Moraine 90650,1990,-76.27739,156.42867,15.7
Elephant Moraine 90651,1990,-76.27812,156.42932,36.6
Elephant Moraine 90652,1990,-76.27733,156.42609,14.8
Elephant Moraine 90653,1990,-76.2706,156.4296,8.9
Elephant Moraine 90654,1990,-76.27208,156.43668,16.5
Elephant Moraine 90655,1990,-76.27694,156.42702,7.4
Elephant Moraine 90656,1990,-76.27041,156.42784,57.0
Elephant Moraine 90657,1990,-76.26635,156.48656,16.1
Elephant Moraine 90658,1990,-76.27134,156.43102,26.7
Elephant Moraine 90659,1990,-76.26705,156.43799,1.4
Elephant Moraine 90660,1990,-76.26522,156.40968,8.6
Elephant Moraine 90661,1990,-76.27584,156.42787,11.6
Elephant Moraine 90662,1990,-76.27191,156.42868,25.5
Elephant Moraine 90663,1990,-76.27045,156.40788,33.5
Elephant Moraine 90664,1990,-76.26704,156.4389,11.8
Elephant Moraine 90665,1990,-76.27567,156.4317,16.2
Elephant Moraine 90666,1990,-76.26748,156.43044,10.2
Elephant Moraine 90667,1990,-76.27144,156.42433,31.0
Elephant Moraine 90668,1990,-76.26636,156.43538,18.8
Elephant Moraine 90669,1990,-76.27986,156.43233,2.9
Elephant Moraine 90670,1990,-76.27974,156.4235,43.4
Elephant Moraine 90671,1990,-76.29473,156.365,35.2
Elephant Moraine 90672,1990,-76.28021,156.42418,72.1
Elephant Moraine 90673,1990,-76.26853,156.4523,70.1
Elephant Moraine 90674,1990,-76.27122,156.44624,33.2
Elephant Moraine 90675,1990,-76.28002,156.42285,49.9
Elephant Moraine 90676,1990,-76.26769,156.4456,14.7
Elephant Moraine 90677,1990,-76.26993,156.45267,22.8
Elephant Moraine 90678,1990,-76.26638,156.44914,20.9
Elephant Moraine 90679,1990,-76.27618,156.40102,70.7
Elephant Moraine 90680,1990,-76.26767,156.44644,19.3
Elephant Moraine 90681,1990,-76.27857,156.41966,40.0
Elephant Moraine 90682,1990,-76.27158,156.44176,25.2
Elephant Moraine 90683,1990,-76.27894,156.44138,23.1
Elephant Moraine 90684,1990,-76.27199,156.44077,16.6
Elephant Moraine 90685,1990,-76.26961,156.44217,18.2
Elephant Moraine 90686,1990,-76.26955,156.447,11.6
Elephant Moraine 90687,1990,-76.26742,156.44963,10.6
Elephant Moraine 90688,1990,-76.26828,156.44386,17.6
Elephant Moraine 90689,1990,-76.27309,156.44098,37.0
Elephant Moraine 90690,1990,-76.27294,156.44296,24.9
Elephant Moraine 90691,1990,-76.2796,156.4276,26.1
Elephant Moraine 90692,1990,-76.26696,156.4529,13.6
Elephant Moraine 90693,1990,-76.28982,156.41449,10.9
Elephant Moraine 90694,1990,-76.28927,156.42525,22.9
Elephant Moraine 90695,1990,-76.2804,156.42535,30.6
Elephant Moraine 90696,1990,-76.2707,156.44592,15.6
Elephant Moraine 90697,1990,-76.26729,156.45056,17.7
Elephant Moraine 90698,1990,-76.18333,157.16667,16.3
Elephant Moraine 90699,1990,-76.27847,156.39784,19.1
Elephant Moraine 90700,1990,-76.18333,157.16667,36.7
Elephant Moraine 90701,1990,-76.28303,156.41808,4.4
Elephant Moraine 90702,1990,-76.27992,156.40561,27.6
Elephant Moraine 90703,1990,-76.26964,156.4448,9.1
Elephant Moraine 90704,1990,-76.27741,156.41501,8.7
Elephant Moraine 90705,1990,-76.26767,156.44414,34.7
Elephant Moraine 90706,1990,-76.27085,156.44827,10.6
Elephant Moraine 90707,1990,-76.28915,156.40901,35.5
Elephant Moraine 90708,1990,-76.27974,156.4166,13.8
Elephant Moraine 90709,1990,-76.28316,156.41245,5.6
Elephant Moraine 90710,1990,-76.26861,156.45216,10.2
Elephant Moraine 90711,1990,-76.29072,156.37695,10.2
Elephant Moraine 90712,1990,-76.27872,156.41298,24.8
Elephant Moraine 90713,1990,-76.28058,156.39828,33.5
Elephant Moraine 90714,1990,-76.26659,156.44809,2.4
Elephant Moraine 90715,1990,-76.26651,156.44807,2.2
Elephant Moraine 90716,1990,-76.26701,156.45035,1.6
Elephant Moraine 90717,1990,-76.2727,156.44562,8.1
Elephant Moraine 90718,1990,-76.26702,156.45029,2.8
Elephant Moraine 90719,1990,-76.27806,156.42596,30.1
Elephant Moraine 90720,1990,-76.27728,156.44273,21.6
Elephant Moraine 90721,1990,-76.28104,156.403,19.9
Elephant Moraine 90722,1990,-76.2667,156.44994,5.2
Elephant Moraine 90723,1990,-76.27832,156.42564,22.1
Elephant Moraine 90724,1990,-76.27269,156.43967,45.1
Elephant Moraine 90725,1990,-76.2773,156.40184,18.5
Elephant Moraine 90726,1990,-76.26947,156.44717,13.5
Elephant Moraine 90727,1990,-76.27099,156.48286,117.2
Elephant Moraine 90728,1990,-76.26703,156.4473,12.3
Elephant Moraine 90729,1990,-76.27065,156.44675,16.0
Elephant Moraine 90730,1990,-76.27292,156.4443,21.9
Elephant Moraine 90731,1990,-76.27125,156.44472,34.3
Elephant Moraine 90732,1990,-76.2918,156.38742,7.9
Elephant Moraine 90733,1990,-76.27239,156.4385,21.1
Elephant Moraine 90734,1990,-76.27068,156.447,13.6
Elephant Moraine 90735,1990,-76.27306,156.44351,12.6
Elephant Moraine 90736,1990,-76.26893,156.44203,20.3
Elephant Moraine 90737,1990,-76.27043,156.44331,15.9
Elephant Moraine 90738,1990,-76.26757,156.44485,69.0
Elephant Moraine 90739,1990,-76.26871,156.44923,22.8
Elephant Moraine 90740,1990,-76.27049,156.44691,11.6
Elephant Moraine 90741,1990,-76.26703,156.44833,12.6
Elephant Moraine 90742,1990,-76.28286,156.40906,5.3
Elephant Moraine 90743,1990,-76.27926,156.42027,21.7
Elephant Moraine 90744,1990,-76.29006,156.37444,4.1
Elephant Moraine 90745,1990,-76.28912,156.41081,5.0
Elephant Moraine 90746,1990,-76.2827,156.44476,28.7
Elephant Moraine 90747,1990,-76.28663,156.44656,12.1
Elephant Moraine 90748,1990,-76.28653,156.44095,17.8
Elephant Moraine 90749,1990,-76.28257,156.46062,10.0
Elephant Moraine 90750,1990,-76.28466,156.45988,14.7
Elephant Moraine 90751,1990,-76.28163,156.4638,8.6
Elephant Moraine 90752,1990,-76.28707,156.4607,17.2
Elephant Moraine 90753,1990,-76.28498,156.46089,30.2
Elephant Moraine 90754,1990,-76.2805,156.44409,13.6
Elephant Moraine 90755,1990,-76.28599,156.44997,21.4
Elephant Moraine 90756,1990,-76.28217,156.46237,11.8
Elephant Moraine 90757,1990,-76.28575,156.49583,3.7
Elephant Moraine 90758,1990,-76.28479,156.46239,44.2
Elephant Moraine 90759,1990,-76.28251,156.47597,8.3
Elephant Moraine 90760,1990,-76.28384,156.43736,5.4
Elephant Moraine 90761,1990,-76.28322,156.45294,12.2
Elephant Moraine 90762,1990,-76.2901,156.45746,6.0
Elephant Moraine 90763,1990,-76.28583,156.43813,4.9
Elephant Moraine 90764,1990,-76.28451,156.46501,27.3
Elephant Moraine 90765,1990,-76.28453,156.46033,29.1
Elephant Moraine 90766,1990,-76.28521,156.44383,3.2
Elephant Moraine 90767,1990,-76.28754,156.46724,14.7
Elephant Moraine 90768,1990,-76.28808,156.43718,5.8
Elephant Moraine 90769,1990,-76.28336,156.45035,12.5
Elephant Moraine 90770,1990,-76.28237,156.46321,5.5
Elephant Moraine 90771,1990,-76.28751,156.43651,4.8
Elephant Moraine 90772,1990,-76.28387,156.46893,52.3
Elephant Moraine 90773,1990,-76.2845,156.46274,25.2
Elephant Moraine 90774,1990,-76.28621,156.46294,41.1
Elephant Moraine 90775,1990,-76.28897,156.46497,10.0
Elephant Moraine 90776,1990,-76.28988,156.45625,5.0
Elephant Moraine 90777,1990,-76.28144,156.46481,13.3
Elephant Moraine 90778,1990,-76.2915,156.44504,4.8
Elephant Moraine 90779,1990,-76.28815,156.46854,14.8
Elephant Moraine 90780,1990,-76.28853,156.46812,45.2
Elephant Moraine 90781,1990,-76.2829,156.46722,5.8
Elephant Moraine 90782,1990,-76.29311,156.43587,3.6
Elephant Moraine 90783,1990,-76.28377,156.46178,23.8
Elephant Moraine 90784,1990,-76.28484,156.43904,5.7
Elephant Moraine 90785,1990,-76.28604,156.45003,7.2
Elephant Moraine 90786,1990,-76.29205,156.44469,11.8
Elephant Moraine 90787,1990,-76.28296,156.45927,7.7
Elephant Moraine 90788,1990,-76.28864,156.43379,4.1
Elephant Moraine 90789,1990,-76.28747,156.44952,3.2
Elephant Moraine 90790,1990,-76.28762,156.44817,2.5
Elephant Moraine 90791,1990,-76.28409,156.46138,14.4
Elephant Moraine 90792,1990,-76.28574,156.45715,38.9
